id	filename	md5	size	state
4a6279a2-6328-49e8-8afe-06641cf1ed00	0320d3aa-0b8c-4bda-854a-eed5a2d48eda.htseq.counts.gz	e39902c512abcf40cab976fd3a347429	253085	live
f27a0b2a-5acc-4b0d-b5b4-1e1be0d09374	b76eefac-da30-4ee4-9670-4afc45f86b4b.htseq.counts.gz	5fb06076df398bfbcfe6c287511b8cab	254472	live
551d3a58-88f4-4ccd-8b7a-0d86c4c69ce4	b3b6981a-b5db-481c-bc27-76a114856b03.htseq.counts.gz	133386a9b5781b17fa8a9d4be036272d	250918	live
60aec852-6075-4464-a0f3-eee105cdb24f	148d950b-4202-4f3f-be15-84735cd08a48.htseq.counts.gz	55199ed8fa96002d97f24085b5986b4c	256338	live
8dc57eac-45aa-4afd-8c6d-b2825b287f3d	a2233404-f380-4bd6-8770-0d4ba8998fd9.htseq.counts.gz	e15567e9a0eafeb5ae9c86c1300f4e17	250032	live
0b7bf433-15e4-4081-82b0-a987515a5534	42d4f4c7-690c-4c0d-a2e8-ad3aef6f7776.htseq.counts.gz	fcdc5f13157d495b23316de448a7b106	254164	live
ca628427-168b-4091-bee5-ae54ac79108a	a3b9677e-a154-41f1-857c-4cd5244b77c3.htseq.counts.gz	5e4d7b05594d4b630bff8acdd408237f	259548	live
0d55671b-57eb-4597-9206-021669d609bd	c0ad23b6-ecc7-4756-a37e-bf3439b4cc3d.htseq.counts.gz	175e2f64dfc8564eb4e43958fd9d26c0	256344	live
724831d2-78fd-45f6-8c6a-1df0bf819a61	c758cf60-68bc-4154-9d43-44339da29889.htseq.counts.gz	304a3271018d56c6ee7278c77b2d5810	253899	live
f1320419-a177-4a1f-a66d-748b45ba464c	ec57a9a3-90f1-4559-a241-d647a9ce37e8.htseq.counts.gz	655ed259386c208d2d9a6ca41b509c4b	248807	live
d6e21b6b-f661-4ba0-9674-5fcd5399d89b	2bb5a0f3-eaa6-4138-8bec-38c7c36c95fc.htseq.counts.gz	b8a48662c95d9ed7f4e906002713459d	246959	live
23c298d2-2a74-4827-8922-c21ae9fa9ca2	79eee19f-5a9c-4e79-83ef-d6871ef4cb6f.htseq.counts.gz	ffe2192d2af42c12da73a745415f0cec	255794	live
ec7cc0ff-107b-4749-982d-a27aa1c57600	a7450ed6-711e-4879-b87d-68caabaee840.htseq.counts.gz	3c3f8b4b3df7ecb7460ee1932c261d04	251982	live
bd031420-47b0-430e-acab-b7d411089b98	2de4e8e1-2f87-43ca-aba6-19720e119397.htseq.counts.gz	b47f89ee01beb8784bbc7a04c218f6b3	256259	live
298e02ea-bc72-48a5-8bfa-af556b7f7487	2c0f0500-6dba-4195-9ce0-21ad15ea8c9a.htseq.counts.gz	24e3d472e40100f9775e790158cf22ea	255815	live
72a84769-39e4-45be-abce-f38b8be9d597	de2ffea0-e172-45e2-aa15-f543758deb78.htseq.counts.gz	11f55942ffbb9ab83648be539d5c1fb9	255791	live
223dfeb8-5f7c-44e5-9816-40605863befa	c6bcced6-eb76-43f3-963a-967f1cbfec38.htseq.counts.gz	9ea4db6b7eb336982b83130417626dd4	249620	live
c6248ff5-dd7d-4c82-8c67-b32e60eef2f3	b8001d68-74fb-46a4-b0c5-388387479685.htseq.counts.gz	4ad7b311c81b8c804889b675ff234a28	257026	live
00331c0a-23f0-4724-9c0f-5e37f971f26f	b2a6c9e3-65eb-43bd-849a-5829007379ab.htseq.counts.gz	19ae8fda8cd34b2017d32ceb60362b4e	259013	live
